order_id,user_id,date,region,city,platform,traffic_source,category,product_name,price,quantity,discount,payment_method,delivery_days,is_returned,rating,revenue
51785,1741,2024-04-14,Tatarstan,Kazan,Web,Direct,auto,Motor Oil,39.54,1,5,Credit,2,0,4.5,39.54
51786,1692,2024-04-15,Krasnoyarsk Krai,Krasnoyarsk,App,Social,clothes,Winter Hoodie,63.54,2,3,Cash,4,0,4.1,127.08
51787,1253,2024-04-16,Novosibirsk Oblast,Novosibirsk,App,Social,kids,Board Game,32.09,1,7,Credit,3,0,4.7,32.09
51788,1285,2024-04-17,Krasnoyarsk Krai,Krasnoyarsk,App,Social,electronics,Wireless Headphones,109.42,1,3,Cash,2,1,3.9,109.42
51789,1085,2024-04-18,Bashkortostan,Ufa,Mobile,Email,beauty,Perfume,91.08,2,12,SBP,3,0,4.8,182.16
51790,1454,2024-04-19,Saratov Oblast,Saratov,Web,Email,beauty,Perfume,136.78,1,7,Cash,4,0,4.3,136.78
51791,1605,2024-04-20,Krasnodar Krai,Krasnodar,Web,Email,beauty,Perfume,87.27,1,20,Cash,3,0,4.7,87.27
51792,1161,2024-04-21,Altai Krai,Barnaul,App,Direct,sports,Yoga Mat,29.51,2,15,Card,4,0,4.5,59.02
51793,1232,2024-04-22,Nizhny Novgorod Oblast,Nizhny Novgorod,App,Email,beauty,Hair Dryer,58.59,1,0,Credit,3,0,4.8,58.59
51794,1733,2024-04-23,Krasnoyarsk Krai,Krasnoyarsk,App,Marketplace,beauty,Face Serum,30.88,2,7,SBP,3,0,4.7,61.76
51795,1799,2024-04-24,Kaliningrad Oblast,Kaliningrad,App,Paid Search,beauty,Hair Dryer,72.49,1,10,SBP,4,0,4.4,72.49
51796,1386,2024-04-25,Yaroslavl Oblast,Yaroslavl,App,Email,books,Business Book,23.55,1,7,SBP,3,0,4.3,23.55
51797,1687,2024-04-26,Omsk Oblast,Omsk,App,Marketplace,kids,Kids Backpack,28.18,2,3,Credit,2,0,4.3,56.36
51798,1164,2024-04-27,Chelyabinsk Oblast,Chelyabinsk,Web,Social,sports,Dumbbells Set,66.04,1,18,Card,3,0,4.7,66.04
51799,1490,2024-04-28,Tomsk Oblast,Tomsk,App,Direct,clothes,Adidas Sneakers,109.9,2,0,Credit,4,1,3.8,219.8
51800,1142,2024-04-29,Moscow,Moscow,Web,Email,sports,Dumbbells Set,96.37,1,7,Credit,1,1,3.8,96.37
51801,1030,2024-04-30,Tomsk Oblast,Tomsk,Web,Social,clothes,Adidas Sneakers,110.25,1,5,Cash,4,1,3.9,110.25
51802,1614,2024-05-01,Omsk Oblast,Omsk,Web,Paid Search,books,Business Book,27.59,2,12,Credit,4,0,4.6,55.18
51803,1350,2024-05-02,Tyumen Oblast,Tyumen,Mobile,Paid Search,clothes,Zara Jacket,152.84,2,3,Cash,2,0,4.4,305.68
51804,1813,2024-05-03,Stavropol Krai,Stavropol,App,Social,beauty,Face Serum,56.29,1,12,Cash,3,0,4.7,56.29
51805,1375,2024-05-04,Kemerovo Oblast,Kemerovo,Web,Organic Search,auto,Car Vacuum,43.9,3,3,Credit,4,0,4.4,131.7
51806,1726,2024-05-05,Perm Krai,Perm,Web,Organic Search,auto,Motor Oil,35.81,1,7,SBP,4,0,4.9,35.81
51807,1113,2024-05-06,Tomsk Oblast,Tomsk,App,Email,electronics,Wireless Headphones,85.04,1,25,Cash,3,0,4.8,85.04
51808,1599,2024-05-07,Tomsk Oblast,Tomsk,Web,Organic Search,clothes,Winter Hoodie,71.46,1,20,Cash,4,0,4.2,71.46
51809,1201,2024-05-08,Samara Oblast,Samara,Mobile,Direct,clothes,Adidas Sneakers,101.19,1,15,SBP,3,1,3.9,101.19
51810,1672,2024-05-09,Altai Krai,Barnaul,App,Social,beauty,Face Serum,41.08,1,18,Card,2,0,5.0,41.08
51811,1198,2024-05-10,Omsk Oblast,Omsk,Web,Paid Search,electronics,Smartphone Samsung,339.11,1,15,Credit,5,0,4.2,339.11
51812,1405,2024-05-11,Saratov Oblast,Saratov,Web,Paid Search,kids,Kids Backpack,36.48,1,20,Cash,1,0,4.7,36.48
51813,1738,2024-05-12,Voronezh Oblast,Voronezh,Web,Paid Search,clothes,Zara Jacket,155.46,1,15,SBP,4,0,4.9,155.46
51814,1391,2024-05-13,Irkutsk Oblast,Irkutsk,App,Social,auto,Phone Holder,24.18,1,25,Card,4,0,4.9,24.18
51815,1446,2024-05-14,Orenburg Oblast,Orenburg,App,Marketplace,beauty,Makeup Palette,44.55,1,18,Cash,3,0,4.5,44.55
51816,1578,2024-05-15,Moscow,Moscow,Mobile,Social,beauty,Hair Dryer,89.94,1,3,Cash,2,0,4.9,89.94
51817,1554,2024-05-16,Bashkortostan,Ufa,App,Social,electronics,Laptop Lenovo IdeaPad,644.7,1,18,Card,3,0,4.2,644.7
51818,1704,2024-05-17,Sverdlovsk Oblast,Yekaterinburg,App,Marketplace,auto,Car Vacuum,48.07,1,0,Cash,1,0,4.9,48.07
51819,1413,2024-05-18,Tomsk Oblast,Tomsk,App,Marketplace,sports,Bicycle Helmet,44.54,1,10,SBP,4,1,4.1,44.54
51820,1621,2024-05-19,Tyumen Oblast,Tyumen,App,Organic Search,home,Coffee Machine,304.19,1,0,Cash,1,0,4.8,304.19
51821,1847,2024-05-20,Chelyabinsk Oblast,Chelyabinsk,App,Social,clothes,Winter Hoodie,61.04,4,10,Credit,3,0,4.7,244.16
51822,1384,2024-05-21,Omsk Oblast,Omsk,Web,Email,sports,Yoga Mat,30.41,1,5,Cash,6,0,4.4,30.41
51823,1608,2024-05-22,Samara Oblast,Samara,Web,Organic Search,sports,Bicycle Helmet,48.79,1,3,Cash,5,0,4.2,48.79
51824,1436,2024-05-23,Nizhny Novgorod Oblast,Nizhny Novgorod,Web,Direct,electronics,Smart Watch,157.78,1,10,Credit,3,0,4.7,157.78
51825,1441,2024-05-24,Primorsky Krai,Vladivostok,App,Email,beauty,Perfume,89.84,1,0,Cash,5,0,4.3,89.84
51826,1824,2024-05-25,Samara Oblast,Samara,Web,Marketplace,home,Desk Lamp,34.81,2,5,Credit,3,0,4.7,69.62
51827,1733,2024-05-26,Tomsk Oblast,Tomsk,Web,Paid Search,home,Coffee Machine,176.01,2,0,Cash,2,0,4.8,352.02
51828,1669,2024-05-27,Chelyabinsk Oblast,Chelyabinsk,App,Marketplace,kids,Toy Car,26.92,2,10,Credit,4,0,4.6,53.84
51829,1695,2024-05-28,Sverdlovsk Oblast,Yekaterinburg,App,Direct,electronics,Laptop Lenovo IdeaPad,868.05,2,0,Card,2,0,4.8,1736.1
51830,1124,2024-05-29,Bashkortostan,Ufa,Web,Marketplace,kids,Toy Car,25.04,1,10,Credit,4,0,4.4,25.04
51831,1200,2024-05-30,Krasnodar Krai,Krasnodar,App,Organic Search,sports,Dumbbells Set,84.07,1,10,SBP,3,0,4.4,84.07
51832,1201,2024-05-31,Udmurtia,Izhevsk,Web,Social,home,Coffee Machine,123.32,2,20,Credit,4,0,4.5,246.64
51833,1490,2024-06-01,Krasnoyarsk Krai,Krasnoyarsk,App,Direct,home,Vacuum Cleaner,218.84,1,10,Cash,4,0,4.5,218.84
51834,1849,2024-06-02,Voronezh Oblast,Voronezh,App,Marketplace,electronics,Laptop Lenovo IdeaPad,714.08,1,0,Cash,3,0,4.6,714.08
51835,1209,2024-06-03,Voronezh Oblast,Voronezh,App,Social,electronics,Laptop Lenovo IdeaPad,706.71,2,15,Cash,4,0,4.4,1413.42
51836,1728,2024-06-04,Perm Krai,Perm,App,Direct,home,Vacuum Cleaner,211.62,1,7,Credit,4,0,4.6,211.62
51837,1374,2024-06-05,Saratov Oblast,Saratov,Web,Email,sports,Running Shoes,170.1,3,20,Cash,2,0,4.3,510.3
51838,1831,2024-06-06,Udmurtia,Izhevsk,App,Social,beauty,Hair Dryer,60.32,3,25,Card,3,1,3.9,180.96
51839,1785,2024-06-07,Kaliningrad Oblast,Kaliningrad,App,Organic Search,auto,Phone Holder,25.63,2,5,SBP,4,1,3.8,51.26
51840,1431,2024-06-08,Samara Oblast,Samara,App,Direct,home,Vacuum Cleaner,203.39,2,18,Cash,3,0,4.5,406.78
51841,1117,2024-06-09,Tyumen Oblast,Tyumen,Web,Direct,clothes,Zara Jacket,208.32,1,15,Card,3,0,4.6,208.32
51842,1185,2024-06-10,Orenburg Oblast,Orenburg,App,Marketplace,auto,Car Vacuum,61.69,2,5,Card,2,0,5.0,123.38
51843,1026,2024-06-11,Krasnoyarsk Krai,Krasnoyarsk,Mobile,Marketplace,kids,Lego Set,78.71,1,3,Card,3,0,4.7,78.71
51844,1004,2024-06-12,Krasnodar Krai,Sochi,App,Social,auto,Motor Oil,52.17,1,15,SBP,5,0,4.0,52.17
51845,1444,2024-06-13,Stavropol Krai,Stavropol,Mobile,Direct,clothes,Basic T-Shirt,19.98,1,3,Credit,3,0,4.5,19.98
51846,1486,2024-06-14,Stavropol Krai,Stavropol,Web,Social,home,Bed Linen Set,65.69,1,0,Credit,3,0,5.0,65.69
51847,1129,2024-06-15,Yaroslavl Oblast,Yaroslavl,Web,Direct,books,Python Book,36.69,1,18,Cash,1,0,4.6,36.69
51848,1607,2024-06-16,Voronezh Oblast,Voronezh,Web,Marketplace,auto,Motor Oil,69.24,1,15,Cash,2,0,4.5,69.24
51849,1333,2024-06-17,Rostov Oblast,Rostov-on-Don,App,Marketplace,sports,Dumbbells Set,84.56,2,7,Cash,1,0,5.0,169.12
51850,1156,2024-06-18,Rostov Oblast,Rostov-on-Don,App,Paid Search,beauty,Face Serum,38.86,1,0,Credit,2,0,4.9,38.86
51851,1728,2024-06-19,Perm Krai,Perm,App,Direct,auto,Motor Oil,40.49,1,20,SBP,3,0,4.6,40.49
51852,1361,2024-06-20,Krasnodar Krai,Krasnodar,Mobile,Organic Search,kids,Lego Set,84.34,1,0,Credit,3,0,4.4,84.34
51853,1618,2024-06-21,Bashkortostan,Ufa,App,Direct,books,Notebook Set,20.07,1,0,Cash,2,1,3.6,20.07
51854,1145,2024-06-22,Samara Oblast,Samara,Web,Organic Search,home,Vacuum Cleaner,217.26,1,7,Cash,3,1,3.9,217.26
51855,1412,2024-06-23,Moscow,Moscow,App,Direct,electronics,Smartphone Samsung,429.67,2,0,SBP,1,0,4.9,859.34
51856,1511,2024-06-24,Krasnodar Krai,Sochi,App,Email,auto,Phone Holder,23.56,1,10,Cash,2,1,4.2,23.56
51857,1753,2024-06-25,Moscow,Moscow,Web,Organic Search,auto,Dash Camera,122.58,1,15,SBP,1,0,4.7,122.58
51858,1695,2024-06-26,Moscow,Moscow,App,Marketplace,clothes,Adidas Sneakers,119.56,1,7,Credit,1,0,4.4,119.56
51859,1390,2024-06-27,Samara Oblast,Samara,Web,Organic Search,electronics,Smart Watch,180.54,1,20,Credit,3,1,4.1,180.54
51860,1362,2024-06-28,Altai Krai,Barnaul,App,Paid Search,beauty,Makeup Palette,35.78,1,3,Credit,3,0,5.0,35.78
51861,1485,2024-06-29,Saratov Oblast,Saratov,Web,Email,electronics,Smart Watch,145.94,1,5,SBP,4,0,4.9,145.94
51862,1747,2024-06-30,Irkutsk Oblast,Irkutsk,App,Marketplace,beauty,Hair Dryer,68.54,1,12,Credit,4,0,4.4,68.54
51863,1475,2024-07-01,Krasnoyarsk Krai,Krasnoyarsk,App,Marketplace,clothes,Basic T-Shirt,29.35,1,25,Cash,4,0,4.5,29.35
51864,1757,2024-07-02,Yaroslavl Oblast,Yaroslavl,App,Social,books,Python Book,33.06,1,3,Credit,3,0,4.7,33.06
51865,1360,2024-07-03,Stavropol Krai,Stavropol,App,Social,electronics,Wireless Headphones,96.15,1,10,Card,4,0,4.6,96.15
51866,1067,2024-07-04,Bashkortostan,Ufa,Web,Marketplace,electronics,Smartphone Samsung,335.8,1,3,Cash,2,0,4.6,335.8
51867,1817,2024-07-05,Stavropol Krai,Stavropol,Web,Marketplace,beauty,Hair Dryer,73.02,1,10,Card,4,0,4.2,73.02
51868,1692,2024-07-06,Krasnodar Krai,Krasnodar,Web,Social,electronics,Wireless Headphones,117.55,1,18,Credit,3,0,4.5,117.55
51869,1083,2024-07-07,Altai Krai,Barnaul,App,Direct,home,Desk Lamp,38.43,1,10,SBP,3,0,4.5,38.43
51870,1321,2024-07-08,Saratov Oblast,Saratov,Web,Marketplace,kids,Lego Set,68.38,1,7,Cash,4,0,4.4,68.38
51871,1144,2024-07-09,Kaliningrad Oblast,Kaliningrad,Mobile,Organic Search,beauty,Face Serum,35.33,2,7,Card,4,0,4.7,70.66
51872,1030,2024-07-10,Volgograd Oblast,Volgograd,App,Organic Search,home,Bed Linen Set,59.87,2,15,SBP,3,0,4.8,119.74
51873,1241,2024-07-11,Irkutsk Oblast,Irkutsk,App,Direct,electronics,Smart Watch,163.96,1,3,SBP,3,1,3.8,163.96
51874,1694,2024-07-12,Tatarstan,Kazan,Mobile,Social,sports,Dumbbells Set,83.31,2,15,Credit,1,0,4.5,166.62
51875,1093,2024-07-13,Omsk Oblast,Omsk,Mobile,Email,home,Coffee Machine,130.82,2,20,SBP,3,0,4.6,261.64
51876,1262,2024-07-14,Saratov Oblast,Saratov,App,Email,electronics,Smartphone Samsung,386.73,2,0,Cash,4,1,4.1,773.46
51877,1199,2024-07-15,Chelyabinsk Oblast,Chelyabinsk,App,Organic Search,sports,Running Shoes,97.45,1,5,Card,2,0,4.5,97.45
51878,1681,2024-07-16,Irkutsk Oblast,Irkutsk,Web,Email,books,Business Book,27.93,1,15,Credit,5,0,4.2,27.93
51879,1348,2024-07-17,Chelyabinsk Oblast,Chelyabinsk,App,Organic Search,electronics,Laptop Lenovo IdeaPad,584.09,1,20,Card,2,0,4.5,584.09
51880,1101,2024-07-18,Stavropol Krai,Stavropol,App,Organic Search,beauty,Perfume,84.94,2,15,Cash,1,0,4.7,169.88
51881,1463,2024-07-19,Tyumen Oblast,Tyumen,Web,Organic Search,beauty,Face Serum,36.37,2,0,Credit,3,0,4.7,72.74
51882,1829,2024-07-20,Moscow,Moscow,App,Paid Search,sports,Running Shoes,157.48,1,18,Cash,2,1,4.0,157.48
51883,1057,2024-07-21,Moscow,Moscow,Web,Paid Search,electronics,Smart Watch,174.17,1,18,Cash,2,0,4.5,174.17
51884,1702,2024-07-22,Krasnoyarsk Krai,Krasnoyarsk,App,Organic Search,home,Bed Linen Set,47.74,1,0,Credit,4,0,4.1,47.74
51885,1136,2024-07-23,Volgograd Oblast,Volgograd,Web,Marketplace,sports,Bicycle Helmet,42.17,1,0,Credit,4,0,4.6,42.17
51886,1174,2024-07-24,Rostov Oblast,Rostov-on-Don,App,Email,electronics,Wireless Headphones,85.54,1,0,SBP,4,0,4.5,85.54
51887,1228,2024-07-25,Orenburg Oblast,Orenburg,Web,Marketplace,home,Coffee Machine,127.33,3,12,Credit,2,0,4.6,381.99
51888,1498,2024-07-26,Tomsk Oblast,Tomsk,Web,Marketplace,electronics,Laptop Lenovo IdeaPad,691.1,1,0,Credit,4,0,4.2,691.1
51889,1248,2024-07-27,Chelyabinsk Oblast,Chelyabinsk,App,Email,home,Coffee Machine,121.77,1,0,SBP,3,0,4.7,121.77
51890,1800,2024-07-28,Primorsky Krai,Vladivostok,Web,Marketplace,sports,Bicycle Helmet,56.45,1,3,Card,5,0,4.4,56.45
51891,1439,2024-01-01,Krasnoyarsk Krai,Krasnoyarsk,App,Social,home,Desk Lamp,41.02,1,5,Credit,3,0,4.7,41.02
51892,1110,2024-01-02,Tatarstan,Kazan,Web,Direct,home,Bed Linen Set,65.61,1,15,Cash,3,0,4.5,65.61
51893,1538,2024-01-03,Yaroslavl Oblast,Yaroslavl,Mobile,Organic Search,sports,Dumbbells Set,84.66,1,10,Credit,2,0,4.7,84.66
51894,1807,2024-01-04,Yaroslavl Oblast,Yaroslavl,App,Email,home,Coffee Machine,134.19,2,20,Credit,1,0,4.2,268.38
51895,1179,2024-01-05,Altai Krai,Barnaul,App,Marketplace,sports,Dumbbells Set,68.2,2,0,Card,2,0,4.8,136.4
51896,1321,2024-01-06,Bashkortostan,Ufa,App,Organic Search,home,Vacuum Cleaner,246.57,1,20,Credit,3,0,4.7,246.57
51897,1499,2024-01-07,Primorsky Krai,Vladivostok,Web,Organic Search,auto,Motor Oil,51.57,1,15,Cash,5,0,4.4,51.57
51898,1172,2024-01-08,Tyumen Oblast,Tyumen,Web,Paid Search,kids,Lego Set,113.63,1,20,Credit,4,0,4.5,113.63
51899,1463,2024-01-09,Stavropol Krai,Stavropol,Web,Social,electronics,Wireless Headphones,74.03,1,15,Cash,3,1,3.6,74.03
51900,1848,2024-01-10,Krasnodar Krai,Sochi,App,Paid Search,beauty,Hair Dryer,70.05,1,12,Credit,4,0,4.0,70.05
51901,1503,2024-01-11,Perm Krai,Perm,Web,Organic Search,clothes,Adidas Sneakers,132.62,1,10,Card,2,1,4.4,132.62
51902,1444,2024-01-12,Krasnodar Krai,Krasnodar,Web,Organic Search,home,Bed Linen Set,56.23,1,10,Card,5,0,4.7,56.23
51903,1460,2024-01-13,Chelyabinsk Oblast,Chelyabinsk,App,Email,home,Desk Lamp,33.22,2,0,Cash,1,0,4.8,66.44
51904,1539,2024-01-14,Yaroslavl Oblast,Yaroslavl,App,Paid Search,books,Notebook Set,16.21,1,10,Card,4,0,4.6,16.21
51905,1713,2024-01-15,Tyumen Oblast,Tyumen,Web,Direct,beauty,Perfume,125.76,1,0,Cash,4,0,4.5,125.76
51906,1047,2024-01-16,Krasnodar Krai,Krasnodar,App,Direct,sports,Yoga Mat,39.34,1,18,SBP,2,0,4.9,39.34
51907,1841,2024-01-17,Kaliningrad Oblast,Kaliningrad,App,Marketplace,clothes,Basic T-Shirt,24.49,1,10,Cash,3,0,4.8,24.49
51908,1449,2024-01-18,Volgograd Oblast,Volgograd,App,Social,clothes,Basic T-Shirt,29.65,1,0,SBP,2,0,5.0,29.65
51909,1109,2024-01-19,Tatarstan,Kazan,App,Direct,books,Business Book,32.07,3,15,Cash,3,0,4.3,96.21
51910,1326,2024-01-20,Kaliningrad Oblast,Kaliningrad,App,Paid Search,home,Coffee Machine,161.99,1,3,Cash,4,0,4.2,161.99
51911,1637,2024-01-21,Krasnodar Krai,Krasnodar,Web,Paid Search,home,Vacuum Cleaner,193.58,2,10,Card,1,0,4.6,387.16
51912,1181,2024-01-22,Saratov Oblast,Saratov,App,Paid Search,clothes,Adidas Sneakers,112.33,1,12,Card,2,0,4.5,112.33
51913,1464,2024-01-23,Omsk Oblast,Omsk,App,Direct,beauty,Perfume,94.1,1,3,Card,4,0,4.5,94.1
51914,1277,2024-01-24,Chelyabinsk Oblast,Chelyabinsk,App,Email,clothes,Basic T-Shirt,26.71,2,3,Card,4,0,4.6,53.42
51915,1558,2024-01-25,Kaliningrad Oblast,Kaliningrad,Web,Direct,clothes,Zara Jacket,136.83,1,3,Card,3,1,4.3,136.83
51916,1251,2024-01-26,Saratov Oblast,Saratov,App,Social,kids,Board Game,32.15,2,0,SBP,3,0,4.6,64.3
51917,1281,2024-01-27,Moscow,Moscow,App,Social,clothes,Adidas Sneakers,155.2,1,15,Card,1,0,4.7,155.2
51918,1652,2024-01-28,Krasnoyarsk Krai,Krasnoyarsk,App,Organic Search,books,Cookbook,22.76,1,0,Cash,4,0,4.6,22.76
51919,1659,2024-01-29,Nizhny Novgorod Oblast,Nizhny Novgorod,Web,Paid Search,books,Python Book,31.91,1,18,Cash,2,1,3.5,31.91
51920,1680,2024-01-30,Perm Krai,Perm,App,Paid Search,sports,Running Shoes,118.61,1,3,Credit,2,0,4.7,118.61
51921,1197,2024-01-31,Krasnoyarsk Krai,Krasnoyarsk,Web,Email,home,Vacuum Cleaner,188.78,1,0,Card,5,0,4.6,188.78
51922,1193,2024-02-01,Tomsk Oblast,Tomsk,Web,Social,clothes,Zara Jacket,106.71,2,5,SBP,3,0,4.9,213.42
51923,1447,2024-02-02,Voronezh Oblast,Voronezh,Web,Paid Search,home,Desk Lamp,41.95,1,7,SBP,4,0,4.9,41.95
51924,1338,2024-02-03,Yaroslavl Oblast,Yaroslavl,Web,Social,electronics,Smart Watch,176.47,1,10,SBP,2,1,4.1,176.47
51925,1383,2024-02-04,Moscow,Moscow,App,Direct,sports,Yoga Mat,42.63,4,18,SBP,1,0,4.3,170.52
51926,1099,2024-02-05,Altai Krai,Barnaul,Web,Direct,auto,Motor Oil,33.35,3,18,Credit,3,0,4.7,100.05
51927,1282,2024-02-06,Tyumen Oblast,Tyumen,App,Paid Search,sports,Running Shoes,215.01,2,5,SBP,4,0,4.7,430.02
51928,1469,2024-02-07,Yaroslavl Oblast,Yaroslavl,Web,Paid Search,kids,Toy Car,27.92,1,10,Card,2,0,4.7,27.92
51929,1816,2024-02-08,Kemerovo Oblast,Kemerovo,Web,Direct,books,Notebook Set,18.83,3,0,Credit,4,0,4.5,56.49
51930,1099,2024-02-09,Krasnodar Krai,Krasnodar,Web,Organic Search,sports,Dumbbells Set,85.13,2,0,Credit,3,1,3.7,170.26
51931,1590,2024-02-10,Chelyabinsk Oblast,Chelyabinsk,Web,Marketplace,clothes,Adidas Sneakers,120.16,2,20,SBP,2,0,5.0,240.32
51932,1047,2024-02-11,Moscow,Moscow,App,Direct,auto,Dash Camera,122.32,1,12,Cash,2,0,4.5,122.32
51933,1035,2024-02-12,Tomsk Oblast,Tomsk,Mobile,Paid Search,clothes,Adidas Sneakers,111.2,2,10,Cash,5,1,3.4,222.4
51934,1645,2024-02-13,Perm Krai,Perm,Web,Marketplace,electronics,Smartphone Samsung,501.04,1,5,Credit,4,0,4.3,501.04
51935,1087,2024-02-14,Udmurtia,Izhevsk,Web,Marketplace,kids,Board Game,27.65,1,5,Card,3,1,4.1,27.65
51936,1516,2024-02-15,Udmurtia,Izhevsk,App,Paid Search,electronics,Smartphone Samsung,378.68,1,10,SBP,4,0,4.9,378.68
51937,1433,2024-02-16,Krasnodar Krai,Sochi,App,Paid Search,auto,Motor Oil,43.3,3,5,Cash,3,0,4.7,129.9
51938,1691,2024-02-17,Samara Oblast,Samara,App,Paid Search,home,Desk Lamp,38.21,1,15,Cash,3,0,4.5,38.21
51939,1287,2024-02-18,Sverdlovsk Oblast,Yekaterinburg,Web,Direct,home,Bed Linen Set,60.95,3,7,SBP,3,0,4.8,182.85
51940,1568,2024-02-19,Omsk Oblast,Omsk,App,Organic Search,beauty,Makeup Palette,48.35,3,7,Credit,3,0,4.7,145.05
51941,1363,2024-02-20,Tomsk Oblast,Tomsk,Mobile,Social,beauty,Makeup Palette,45.58,2,20,Cash,4,1,3.5,91.16
51942,1154,2024-02-21,Omsk Oblast,Omsk,Mobile,Direct,kids,Board Game,34.15,1,7,Card,3,0,4.6,34.15
51943,1213,2024-02-22,Kemerovo Oblast,Kemerovo,App,Social,beauty,Makeup Palette,42.88,1,0,Card,4,0,4.1,42.88
51944,1763,2024-02-23,Krasnoyarsk Krai,Krasnoyarsk,Web,Direct,clothes,Basic T-Shirt,27.0,1,7,SBP,3,1,4.1,27.0
51945,1422,2024-02-24,Yaroslavl Oblast,Yaroslavl,Web,Social,home,Vacuum Cleaner,218.45,1,20,Credit,4,1,3.5,218.45
51946,1772,2024-02-25,Saint Petersburg,Saint Petersburg,Mobile,Direct,clothes,Basic T-Shirt,47.83,2,0,SBP,2,0,4.2,95.66
51947,1326,2024-02-26,Tomsk Oblast,Tomsk,Web,Paid Search,sports,Bicycle Helmet,50.38,1,5,Cash,5,0,4.5,50.38
51948,1499,2024-02-27,Yaroslavl Oblast,Yaroslavl,App,Direct,auto,Dash Camera,85.83,1,20,Card,1,0,4.6,85.83
51949,1378,2024-02-28,Samara Oblast,Samara,App,Marketplace,kids,Toy Car,27.77,1,0,Credit,2,0,4.4,27.77
51950,1191,2024-02-29,Perm Krai,Perm,App,Marketplace,auto,Dash Camera,96.44,1,3,Credit,3,0,5.0,96.44
51951,1091,2024-03-01,Voronezh Oblast,Voronezh,App,Organic Search,auto,Car Vacuum,56.56,1,20,Credit,3,1,3.9,56.56
51952,1307,2024-03-02,Tyumen Oblast,Tyumen,App,Email,electronics,Smart Watch,152.8,1,7,SBP,3,0,4.4,152.8
51953,1232,2024-03-03,Tomsk Oblast,Tomsk,App,Social,electronics,Smartphone Samsung,661.33,2,0,SBP,3,0,4.3,1322.66
51954,1145,2024-03-04,Tatarstan,Kazan,App,Organic Search,beauty,Makeup Palette,46.87,1,3,SBP,2,0,4.8,46.87
51955,1654,2024-03-05,Irkutsk Oblast,Irkutsk,Mobile,Organic Search,sports,Running Shoes,129.64,1,3,Cash,3,0,4.5,129.64
51956,1568,2024-03-06,Kaliningrad Oblast,Kaliningrad,App,Paid Search,electronics,Wireless Headphones,182.92,1,18,Credit,4,1,3.7,182.92
51957,1586,2024-03-07,Perm Krai,Perm,App,Social,sports,Bicycle Helmet,55.64,1,20,Card,4,0,4.6,55.64
51958,1178,2024-03-08,Primorsky Krai,Vladivostok,Web,Email,auto,Car Vacuum,69.98,1,5,SBP,4,0,4.9,69.98
51959,1322,2024-03-09,Stavropol Krai,Stavropol,Web,Marketplace,electronics,Wireless Headphones,102.55,2,15,Cash,3,1,3.8,205.1
51960,1056,2024-03-10,Chelyabinsk Oblast,Chelyabinsk,App,Direct,auto,Dash Camera,82.52,1,0,Card,4,0,4.4,82.52
51961,1759,2024-03-11,Perm Krai,Perm,App,Social,home,Vacuum Cleaner,186.48,1,12,Credit,4,0,4.6,186.48
51962,1311,2024-03-12,Bashkortostan,Ufa,Web,Social,clothes,Adidas Sneakers,106.98,2,7,Card,3,0,4.5,213.96
51963,1085,2024-03-13,Orenburg Oblast,Orenburg,Web,Direct,beauty,Perfume,84.02,2,10,Card,3,0,4.7,168.04
51964,1720,2024-03-14,Moscow,Moscow,Mobile,Marketplace,sports,Bicycle Helmet,60.17,2,0,Cash,3,0,4.8,120.34
51965,1365,2024-03-15,Rostov Oblast,Rostov-on-Don,Web,Direct,clothes,Zara Jacket,123.54,2,20,Credit,3,0,4.7,247.08
51966,1089,2024-03-16,Rostov Oblast,Rostov-on-Don,Web,Paid Search,clothes,Winter Hoodie,70.49,1,3,Card,3,0,4.9,70.49
51967,1721,2024-03-17,Moscow,Moscow,App,Marketplace,sports,Yoga Mat,43.57,1,10,Cash,2,0,4.4,43.57
51968,1475,2024-03-18,Rostov Oblast,Rostov-on-Don,Mobile,Marketplace,electronics,Laptop Lenovo IdeaPad,701.28,1,10,Card,3,0,4.5,701.28
51969,1151,2024-03-19,Krasnodar Krai,Sochi,App,Email,clothes,Basic T-Shirt,33.65,1,25,Credit,4,1,3.5,33.65
51970,1270,2024-03-20,Moscow,Moscow,App,Direct,books,Python Book,41.09,1,0,Credit,2,0,4.2,41.09
51971,1705,2024-03-21,Orenburg Oblast,Orenburg,App,Paid Search,sports,Running Shoes,89.1,1,25,SBP,3,0,4.6,89.1
51972,1391,2024-03-22,Sverdlovsk Oblast,Yekaterinburg,App,Social,electronics,Smart Watch,165.0,1,10,SBP,2,0,4.6,165.0
51973,1819,2024-03-23,Voronezh Oblast,Voronezh,App,Organic Search,clothes,Zara Jacket,212.95,3,0,Cash,1,0,4.4,638.85
51974,1213,2024-03-24,Primorsky Krai,Vladivostok,App,Paid Search,sports,Running Shoes,114.91,3,0,SBP,4,0,4.5,344.73
51975,1076,2024-03-25,Krasnodar Krai,Krasnodar,Web,Paid Search,kids,Board Game,33.06,1,3,Card,4,0,4.8,33.06
51976,1655,2024-03-26,Samara Oblast,Samara,Mobile,Email,beauty,Face Serum,35.35,1,5,Card,4,0,4.7,35.35
51977,1424,2024-03-27,Tomsk Oblast,Tomsk,App,Marketplace,beauty,Perfume,151.35,2,15,SBP,3,0,4.8,302.7
51978,1735,2024-03-28,Tyumen Oblast,Tyumen,Web,Email,clothes,Zara Jacket,133.0,2,12,Card,3,0,4.6,266.0
